货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 22:03:05
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 19:08:00
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 18:57:28
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 18:57:23
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 18:22:42
美元,611.47,606.57,613.93,613.93,612.14,2014.02.28 18:22:36
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 18:20:28
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 18:13:31
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 17:15:26
美元,612.57,607.66,615.03,615.03,612.14,2014.02.28 16:39:47
美元,612.77,607.86,615.23,615.23,612.14,2014.02.28 16:31:10
美元,612.77,607.86,615.23,615.23,612.14,2014.02.28 16:30:57
美元,612.77,607.86,615.23,615.23,612.14,2014.02.28 16:27:27
美元,613.02,608.11,615.48,615.48,612.14,2014.02.28 16:26:50
美元,613.07,608.16,615.53,615.53,612.14,2014.02.28 16:26:38
美元,613.17,608.26,615.63,615.63,612.14,2014.02.28 16:23:44
美元,613.37,608.45,615.83,615.83,612.14,2014.02.28 16:20:25
美元,613.57,608.65,616.03,616.03,612.14,2014.02.28 16:20:15
美元,613.37,608.45,615.83,615.83,612.14,2014.02.28 16:17:41
美元,613.77,608.85,616.23,616.23,612.14,2014.02.28 16:16:48
美元,613.27,608.36,615.73,615.73,612.14,2014.02.28 16:16:27
美元,612.77,607.86,615.23,615.23,612.14,2014.02.28 16:16:04
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 16:14:12
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 16:14:08
美元,612.57,607.66,615.03,615.03,612.14,2014.02.28 16:12:16
美元,612.67,607.76,615.13,615.13,612.14,2014.02.28 16:11:59
美元,612.95,608.04,615.41,615.41,612.14,2014.02.28 16:10:47
美元,613.07,608.16,615.53,615.53,612.14,2014.02.28 16:07:56
美元,613.27,608.36,615.73,615.73,612.14,2014.02.28 16:02:15
美元,613.42,608.5,615.88,615.88,612.14,2014.02.28 15:59:06
美元,613.47,608.55,615.93,615.93,612.14,2014.02.28 15:57:36
美元,613.57,608.65,616.03,616.03,612.14,2014.02.28 15:51:38
美元,613.62,608.7,616.08,616.08,612.14,2014.02.28 15:51:06
美元,613.72,608.8,616.18,616.18,612.14,2014.02.28 15:50:46
美元,613.77,608.85,616.23,616.23,612.14,2014.02.28 15:46:52
美元,613.77,608.85,616.23,616.23,612.14,2014.02.28 15:45:55
美元,613.82,608.9,616.28,616.28,612.14,2014.02.28 15:41:22
美元,613.82,608.9,616.28,616.28,612.14,2014.02.28 15:34:38
美元,613.87,608.95,616.33,616.33,612.14,2014.02.28 15:32:11
美元,614.02,609.1,616.48,616.48,612.14,2014.02.28 15:29:29
美元,613.97,609.05,616.43,616.43,612.14,2014.02.28 15:29:01
美元,613.77,608.85,616.23,616.23,612.14,2014.02.28 15:28:24
美元,613.67,608.75,616.13,616.13,612.14,2014.02.28 15:25:28
美元,613.47,608.55,615.93,615.93,612.14,2014.02.28 15:22:07
美元,613.27,608.36,615.73,615.73,612.14,2014.02.28 15:21:51
美元,613.57,608.65,616.03,616.03,612.14,2014.02.28 15:18:12
美元,613.67,608.75,616.13,616.13,612.14,2014.02.28 15:17:53
美元,613.77,608.85,616.23,616.23,612.14,2014.02.28 15:17:41
美元,613.87,608.95,616.33,616.33,612.14,2014.02.28 15:02:34
美元,613.97,609.05,616.43,616.43,612.14,2014.02.28 14:58:48
美元,614.02,609.1,616.48,616.48,612.14,2014.02.28 14:56:11
美元,613.97,609.05,616.43,616.43,612.14,2014.02.28 14:44:59
美元,614.07,609.15,616.53,616.53,612.14,2014.02.28 14:44:34
美元,614.17,609.25,616.63,616.63,612.14,2014.02.28 14:36:42
美元,614.27,609.35,616.73,616.73,612.14,2014.02.28 14:31:01
美元,614.37,609.44,616.83,616.83,612.14,2014.02.28 14:30:29
美元,614.42,609.49,616.88,616.88,612.14,2014.02.28 14:27:54
美元,614.47,609.54,616.93,616.93,612.14,2014.02.28 14:24:48
美元,614.52,609.59,616.98,616.98,612.14,2014.02.28 14:23:12
美元,614.62,609.69,617.08,617.08,612.14,2014.02.28 14:22:08
美元,614.67,609.74,617.13,617.13,612.14,2014.02.28 14:16:04
美元,614.72,609.79,617.18,617.18,612.14,2014.02.28 14:13:48
美元,614.77,609.84,617.23,617.23,612.14,2014.02.28 14:12:38
美元,614.87,609.94,617.33,617.33,612.14,2014.02.28 14:08:58
美元,614.62,609.69,617.08,617.08,612.14,2014.02.28 14:08:22
美元,614.37,609.44,616.83,616.83,612.14,2014.02.28 14:04:10
美元,614.27,609.35,616.73,616.73,612.14,2014.02.28 14:02:25
美元,614.37,609.44,616.83,616.83,612.14,2014.02.28 14:02:08
美元,614.57,609.64,617.03,617.03,612.14,2014.02.28 14:00:22
美元,614.77,609.84,617.23,617.23,612.14,2014.02.28 14:00:00
美元,614.92,609.99,617.38,617.38,612.14,2014.02.28 13:59:48
美元,614.97,610.04,617.43,617.43,612.14,2014.02.28 13:59:36
美元,615.02,610.09,617.48,617.48,612.14,2014.02.28 13:43:49
美元,615.07,610.14,617.53,617.53,612.14,2014.02.28 13:43:22
美元,615.07,610.14,617.53,617.53,612.14,2014.02.28 13:34:31
美元,614.97,610.04,617.43,617.43,612.14,2014.02.28 13:33:52
美元,615.11,610.18,617.57,617.57,612.14,2014.02.28 13:31:50
美元,614.97,610.04,617.43,617.43,612.14,2014.02.28 13:12:46
美元,614.97,610.04,617.43,617.43,612.14,2014.02.28 12:01:09
美元,615.02,610.09,617.48,617.48,612.14,2014.02.28 11:55:29
美元,614.93,610,617.39,617.39,612.14,2014.02.28 11:42:49
美元,615.07,610.14,617.53,617.53,612.14,2014.02.28 11:38:49
美元,615.17,610.24,617.63,617.63,612.14,2014.02.28 11:32:23
美元,615.47,610.53,617.93,617.93,612.14,2014.02.28 11:30:57
美元,615.52,610.58,617.98,617.98,612.14,2014.02.28 11:30:28
美元,615.57,610.63,618.03,618.03,612.14,2014.02.28 11:29:41
美元,615.27,610.34,617.73,617.73,612.14,2014.02.28 11:29:34
美元,615.07,610.14,617.53,617.53,612.14,2014.02.28 11:22:41
美元,615.17,610.24,617.63,617.63,612.14,2014.02.28 11:21:47
美元,615.27,610.34,617.73,617.73,612.14,2014.02.28 11:21:30
美元,615.37,610.43,617.83,617.83,612.14,2014.02.28 11:20:44
美元,615.47,610.53,617.93,617.93,612.14,2014.02.28 11:19:53
美元,615.57,610.63,618.03,618.03,612.14,2014.02.28 11:16:56
美元,615.47,610.53,617.93,617.93,612.14,2014.02.28 11:15:50
美元,615.57,610.63,618.03,618.03,612.14,2014.02.28 11:15:12
美元,615.67,610.73,618.13,618.13,612.14,2014.02.28 11:14:16
美元,615.77,610.83,618.23,618.23,612.14,2014.02.28 11:13:26
美元,616.07,611.13,618.53,618.53,612.14,2014.02.28 11:12:56
美元,616.27,611.33,618.74,618.74,612.14,2014.02.28 11:12:19
美元,616.36,611.42,618.84,618.84,612.14,2014.02.28 11:11:11
美元,616.51,611.57,618.99,618.99,612.14,2014.02.28 11:11:00
美元,616.61,611.67,619.09,619.09,612.14,2014.02.28 11:09:03
美元,616.46,611.52,618.94,618.94,612.14,2014.02.28 11:08:22
美元,616.27,611.33,618.74,618.74,612.14,2014.02.28 11:08:04
美元,616.07,611.13,618.53,618.53,612.14,2014.02.28 11:07:56
美元,615.97,611.03,618.43,618.43,612.14,2014.02.28 11:06:34
美元,615.77,610.83,618.23,618.23,612.14,2014.02.28 11:06:02
美元,615.67,610.73,618.13,618.13,612.14,2014.02.28 11:02:02
美元,615.57,610.63,618.03,618.03,612.14,2014.02.28 11:00:34
美元,615.17,610.24,617.63,617.63,612.14,2014.02.28 10:58:57
美元,614.97,610.04,617.43,617.43,612.14,2014.02.28 10:58:34
美元,614.87,609.94,617.33,617.33,612.14,2014.02.28 10:58:03
美元,615.07,610.14,617.53,617.53,612.14,2014.02.28 10:57:34
美元,614.77,609.84,617.23,617.23,612.14,2014.02.28 10:57:19
美元,614.57,609.64,617.03,617.03,612.14,2014.02.28 10:57:00
美元,614.27,609.35,616.73,616.73,612.14,2014.02.28 10:56:32
美元,614.17,609.25,616.63,616.63,612.14,2014.02.28 10:55:59
美元,614.07,609.15,616.53,616.53,612.14,2014.02.28 10:54:37
美元,613.87,608.95,616.33,616.33,612.14,2014.02.28 10:52:53
美元,614.07,609.15,616.53,616.53,612.14,2014.02.28 10:49:03
美元,614.12,609.2,616.58,616.58,612.14,2014.02.28 10:48:02
美元,613.97,609.05,616.43,616.43,612.14,2014.02.28 10:45:31
美元,613.87,608.95,616.33,616.33,612.14,2014.02.28 10:44:44
美元,613.67,608.75,616.13,616.13,612.14,2014.02.28 10:44:25
美元,613.62,608.7,616.08,616.08,612.14,2014.02.28 10:42:53
美元,613.52,608.6,615.98,615.98,612.14,2014.02.28 10:42:32
美元,613.42,608.5,615.88,615.88,612.14,2014.02.28 10:41:29
美元,613.37,608.45,615.83,615.83,612.14,2014.02.28 10:36:34
美元,613.07,608.16,615.53,615.53,612.14,2014.02.28 10:35:27
美元,613.07,608.16,615.53,615.53,612.14,2014.02.28 10:35:18
美元,612.92,608.01,615.38,615.38,612.14,2014.02.28 10:34:11
美元,612.97,608.06,615.43,615.43,612.14,2014.02.28 10:32:42
美元,613.02,608.11,615.48,615.48,612.14,2014.02.28 10:32:39
美元,613.02,608.11,615.48,615.48,612.14,2014.02.28 10:30:00
美元,613.02,608.11,615.48,615.48,612.14,2014.02.28 10:29:56
美元,613.02,608.11,615.48,615.48,612.14,2014.02.28 10:29:30
美元,613.07,608.16,615.53,615.53,612.14,2014.02.28 10:29:23
美元,613.07,608.16,615.53,615.53,612.14,2014.02.28 10:26:48
美元,613.12,608.21,615.58,615.58,612.14,2014.02.28 10:25:11
美元,613.17,608.26,615.63,615.63,612.14,2014.02.28 10:24:27
美元,612.99,608.08,615.45,615.45,612.14,2014.02.28 10:24:01
美元,612.77,607.86,615.23,615.23,612.14,2014.02.28 10:22:01
美元,612.72,607.81,615.18,615.18,612.14,2014.02.28 10:19:38
美元,612.72,607.81,615.18,615.18,612.14,2014.02.28 10:19:30
美元,612.67,607.76,615.13,615.13,612.14,2014.02.28 10:15:08
美元,612.72,607.81,615.18,615.18,612.14,2014.02.28 10:12:45
美元,612.77,607.86,615.23,615.23,612.14,2014.02.28 10:10:32
美元,612.67,607.76,615.13,615.13,612.14,2014.02.28 10:09:52
美元,612.62,607.71,615.08,615.08,612.14,2014.02.28 10:08:59
美元,612.57,607.66,615.03,615.03,612.14,2014.02.28 10:08:15
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 10:07:27
美元,612.27,607.37,614.73,614.73,612.14,2014.02.28 10:05:06
美元,612.37,607.46,614.83,614.83,612.14,2014.02.28 10:03:04
美元,612.42,607.51,614.88,614.88,612.14,2014.02.28 10:00:57
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 10:00:43
美元,612.52,607.61,614.98,614.98,612.14,2014.02.28 09:58:58
美元,612.57,607.66,615.03,615.03,612.14,2014.02.28 09:57:33
美元,612.62,607.71,615.08,615.08,612.14,2014.02.28 09:55:36
美元,612.47,607.56,614.93,614.93,612.14,2014.02.28 09:55:01
美元,612.37,607.46,614.83,614.83,612.14,2014.02.28 09:52:33
美元,612.27,607.37,614.73,614.73,612.14,2014.02.28 09:51:20
美元,612.32,607.41,614.78,614.78,612.14,2014.02.28 09:51:13
美元,612.37,607.46,614.83,614.83,612.14,2014.02.28 09:50:35
美元,612.42,607.51,614.88,614.88,612.14,2014.02.28 09:49:25
美元,612.37,607.46,614.83,614.83,612.14,2014.02.28 09:47:09
美元,612.27,607.37,614.73,614.73,612.14,2014.02.28 09:46:55
美元,612.17,607.27,614.63,614.63,612.14,2014.02.28 09:45:57
美元,612.07,607.17,614.53,614.53,612.14,2014.02.28 09:45:26
美元,611.97,607.07,614.43,614.43,612.14,2014.02.28 09:43:17
美元,611.92,607.02,614.38,614.38,612.14,2014.02.28 09:42:27
美元,611.87,606.97,614.33,614.33,612.14,2014.02.28 09:39:20
美元,611.77,606.87,614.23,614.23,612.14,2014.02.28 09:38:14
美元,611.82,606.92,614.28,614.28,612.14,2014.02.28 09:37:36
美元,611.87,606.97,614.33,614.33,612.14,2014.02.28 09:36:16
美元,611.82,606.92,614.28,614.28,612.14,2014.02.28 09:35:54
美元,611.77,606.87,614.23,614.23,612.14,2014.02.28 09:35:00
美元,611.72,606.82,614.18,614.18,612.14,2014.02.28 09:34:19
美元,611.67,606.77,614.13,614.13,612.14,2014.02.28 09:33:08
美元,611.57,606.67,614.03,614.03,612.14,2014.02.28 09:32:19
美元,611.47,606.57,613.93,613.93,612.14,2014.02.28 09:31:38
美元,611.28,606.38,613.73,613.73,612.14,2014.02.28 09:19:46
美元,611.28,606.38,613.73,613.73,612.14,2014.02.28 09:19:42
美元,611.28,606.38,613.73,613.73,612.24,2014.02.28 09:17:08
美元,611.47,606.57,613.93,613.93,612.24,2014.02.28 09:09:48
美元,611.47,606.57,613.93,613.93,612.24,2014.02.28 08:27:05
美元,611.53,606.63,613.99,613.99,612.24,2014.02.28 08:26:19
美元,611.59,606.69,614.05,614.05,612.24,2014.02.28 08:25:33
美元,611.65,606.75,614.11,614.11,612.24,2014.02.28 08:25:04
美元,611.71,606.81,614.17,614.17,612.24,2014.02.28 08:23:30
美元,611.66,606.76,614.12,614.12,612.24,2014.02.28 08:22:30
美元,611.61,606.71,614.07,614.07,612.24,2014.02.28 08:22:04
美元,611.56,606.66,614.02,614.02,612.24,2014.02.28 08:21:28
美元,611.51,606.61,613.97,613.97,612.24,2014.02.28 08:20:35
美元,611.46,606.56,613.92,613.92,612.24,2014.02.28 08:19:45
美元,611.41,606.51,613.87,613.87,612.24,2014.02.28 08:19:09
美元,611.47,606.57,613.93,613.93,612.24,2014.02.28 07:27:09
美元,611.47,606.57,613.93,613.93,612.24,2014.02.28 00:00:05
美元,611.47,606.57,613.93,613.93,612.24,2014.02.28 00:00:05
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 19:23:54
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 19:03:37
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 18:44:52
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 17:42:06
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 16:48:11
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 16:27:18
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 16:19:32
美元,611.52,606.62,613.98,613.98,612.24,2014.02.27 16:17:12
美元,611.52,606.62,613.98,613.98,612.24,2014.02.27 16:17:03
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 16:13:43
美元,611.52,606.62,613.98,613.98,612.24,2014.02.27 16:13:12
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 16:11:08
美元,611.65,606.75,614.11,614.11,612.24,2014.02.27 16:03:14
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 16:01:04
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 16:00:41
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 15:49:21
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 15:43:16
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 15:40:17
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 15:31:14
美元,611.73,606.83,614.19,614.19,612.24,2014.02.27 15:29:25
美元,611.72,606.82,614.18,614.18,612.24,2014.02.27 15:27:37
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 15:27:12
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 15:10:25
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 14:54:13
美元,611.59,606.69,614.05,614.05,612.24,2014.02.27 14:50:46
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 14:48:46
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 14:45:05
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 14:39:51
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 14:38:06
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 14:33:41
美元,611.52,606.62,613.98,613.98,612.24,2014.02.27 14:29:26
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 14:27:53
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 14:20:05
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 14:16:13
美元,611.72,606.82,614.18,614.18,612.24,2014.02.27 14:12:54
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 14:05:17
美元,611.72,606.82,614.18,614.18,612.24,2014.02.27 14:04:34
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 14:03:04
美元,611.72,606.82,614.18,614.18,612.24,2014.02.27 14:00:40
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 14:00:09
美元,611.82,606.92,614.28,614.28,612.24,2014.02.27 13:55:53
美元,611.87,606.97,614.33,614.33,612.24,2014.02.27 13:54:09
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 13:48:46
美元,611.87,606.97,614.33,614.33,612.24,2014.02.27 13:47:04
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 13:45:51
美元,611.87,606.97,614.33,614.33,612.24,2014.02.27 13:42:36
美元,611.97,607.07,614.43,614.43,612.24,2014.02.27 13:40:33
美元,612.07,607.17,614.53,614.53,612.24,2014.02.27 13:39:15
美元,612.17,607.27,614.63,614.63,612.24,2014.02.27 13:38:39
美元,611.97,607.07,614.43,614.43,612.24,2014.02.27 13:37:23
美元,611.87,606.97,614.33,614.33,612.24,2014.02.27 13:36:27
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 13:36:02
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 13:35:23
美元,611.62,606.72,614.08,614.08,612.24,2014.02.27 13:34:31
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 13:33:05
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 13:31:59
美元,611.82,606.92,614.28,614.28,612.24,2014.02.27 13:30:47
美元,611.77,606.87,614.23,614.23,612.24,2014.02.27 13:30:01
美元,611.67,606.77,614.13,614.13,612.24,2014.02.27 13:29:43
美元,611.57,606.67,614.03,614.03,612.24,2014.02.27 13:28:01
美元,611.47,606.57,613.93,613.93,612.24,2014.02.27 13:27:01
美元,611.37,606.47,613.83,613.83,612.24,2014.02.27 13:24:24
美元,611.28,606.38,613.73,613.73,612.24,2014.02.27 13:22:11
美元,611.23,606.33,613.67,613.67,612.24,2014.02.27 13:20:31
美元,611.13,606.23,613.57,613.57,612.24,2014.02.27 13:18:01
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 12:45:17
美元,611.1,606.2,613.54,613.54,612.24,2014.02.27 12:36:37
美元,611.13,606.23,613.57,613.57,612.24,2014.02.27 12:32:50
美元,611.11,606.21,613.55,613.55,612.24,2014.02.27 12:32:34
美元,611.11,606.21,613.55,613.55,612.24,2014.02.27 12:09:02
美元,611.15,606.25,613.59,613.59,612.24,2014.02.27 11:51:14
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 11:45:22
美元,611.21,606.31,613.65,613.65,612.24,2014.02.27 11:34:45
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 11:26:17
美元,611.15,606.25,613.59,613.59,612.24,2014.02.27 11:20:27
美元,611.1,606.2,613.54,613.54,612.24,2014.02.27 11:18:48
美元,611.06,606.16,613.5,613.5,612.24,2014.02.27 11:16:08
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 11:08:33
美元,611.1,606.2,613.54,613.54,612.24,2014.02.27 10:59:59
美元,611.15,606.25,613.59,613.59,612.24,2014.02.27 10:52:03
美元,611.17,606.27,613.61,613.61,612.24,2014.02.27 10:48:36
美元,611.13,606.23,613.57,613.57,612.24,2014.02.27 10:47:06
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 10:36:37
美元,611.12,606.22,613.56,613.56,612.24,2014.02.27 10:36:24
美元,611.12,606.22,613.56,613.56,612.24,2014.02.27 10:30:00
美元,611.12,606.22,613.56,613.56,612.24,2014.02.27 10:25:29
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 10:23:44
美元,611.15,606.25,613.59,613.59,612.24,2014.02.27 10:18:07
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 10:14:55
美元,611.21,606.31,613.65,613.65,612.24,2014.02.27 10:12:46
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 10:06:49
美元,611.13,606.23,613.57,613.57,612.24,2014.02.27 10:05:29
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 09:57:41
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 09:54:52
美元,611.03,606.13,613.47,613.47,612.24,2014.02.27 09:54:28
美元,610.88,605.98,613.32,613.32,612.24,2014.02.27 09:52:41
美元,611.03,606.13,613.47,613.47,612.24,2014.02.27 09:50:06
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 09:46:14
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 09:45:49
美元,611.28,606.38,613.73,613.73,612.24,2014.02.27 09:41:29
美元,611.37,606.47,613.83,613.83,612.24,2014.02.27 09:40:46
美元,611.28,606.38,613.73,613.73,612.24,2014.02.27 09:39:25
美元,611.13,606.23,613.57,613.57,612.24,2014.02.27 09:35:12
美元,611.08,606.18,613.52,613.52,612.24,2014.02.27 09:34:55
美元,611.16,606.26,613.6,613.6,612.24,2014.02.27 09:34:45
美元,611.16,606.26,613.6,613.6,612.24,2014.02.27 09:34:44
美元,611.23,606.33,613.67,613.67,612.24,2014.02.27 09:34:18
美元,611.28,606.38,613.73,613.73,612.24,2014.02.27 09:33:18
美元,611.37,606.47,613.83,613.83,612.24,2014.02.27 09:32:45
美元,611.39,606.49,613.85,613.85,612.24,2014.02.27 09:32:33
美元,611.35,606.45,613.81,613.81,612.24,2014.02.27 09:32:20
美元,611.37,606.47,613.83,613.83,612.24,2014.02.27 09:31:23
美元,611.28,606.38,613.73,613.73,612.24,2014.02.27 09:30:26
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 09:22:53
美元,611.18,606.28,613.62,613.62,612.24,2014.02.27 09:22:48
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 08:37:58
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 08:30:43
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 08:26:26
美元,611.28,606.38,613.73,613.73,611.92,2014.02.27 08:25:21
美元,611.37,606.47,613.83,613.83,611.92,2014.02.27 08:23:24
美元,611.32,606.42,613.78,613.78,611.92,2014.02.27 08:22:04
美元,611.28,606.38,613.73,613.73,611.92,2014.02.27 08:19:49
美元,611.23,606.33,613.67,613.67,611.92,2014.02.27 08:16:58
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 08:10:09
美元,611.24,606.34,613.68,613.68,611.92,2014.02.27 08:09:30
美元,611.29,606.39,613.75,613.75,611.92,2014.02.27 08:08:54
美元,611.35,606.45,613.81,613.81,611.92,2014.02.27 08:08:13
美元,611.3,606.4,613.76,613.76,611.92,2014.02.27 08:07:37
美元,611.26,606.36,613.7,613.7,611.92,2014.02.27 08:07:00
美元,611.21,606.31,613.65,613.65,611.92,2014.02.27 08:06:12
美元,611.16,606.26,613.6,613.6,611.92,2014.02.27 08:05:24
美元,611.06,606.16,613.5,613.5,611.92,2014.02.27 08:04:08
美元,611.13,606.23,613.57,613.57,611.92,2014.02.27 08:03:15
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 07:33:38
美元,611.13,606.23,613.57,613.57,611.92,2014.02.27 07:33:27
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 07:32:10
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 00:00:05
美元,611.18,606.28,613.62,613.62,611.92,2014.02.27 00:00:05
美元,611.18,606.28,613.62,613.62,611.92,2014.02.26 18:53:41
美元,611.18,606.28,613.62,613.62,611.92,2014.02.26 18:43:28
美元,611.18,606.28,613.62,613.62,611.92,2014.02.26 18:02:51
